ID,DemAffl,DemAge,DemClusterGroup,DemGender,DemReg,DemTVReg,LoyalClass,LoyalSpend,LoyalTime,TargetBuy
14433257,16.0,,A,F,South East,London,Gold,6000.0,4.0,1
14434415,10.0,40.0,E,,South East,London,Tin,0.009999999999999998,8.0,1
14439638,,36.0,F,F,Midlands,Midlands,Silver,202.23999999999998,2.0,1
14462273,3.0,48.0,F,,Midlands,East,Tin,0.009999999999999998,8.0,0
14478609,8.0,51.0,F,,North,N West,Gold,11053.349999999999,7.0,0
14479974,9.0,,D,F,North,Yorkshire,Silver,2000.0,12.0,0
14495023,9.0,44.0,F,,South East,S & S East,Silver,1200.0,9.0,0
14502364,11.0,,F,M,Midlands,Midlands,Silver,2000.0,4.0,1
14528606,12.0,,C,F,Midlands,East,Silver,3600.0,5.0,0
14550679,12.0,46.0,E,,South East,London,Silver,5000.0,3.0,0
14561581,7.0,75.0,D,,South West,S West,Silver,2000.0,5.0,0
14569825,6.0,,C,F,Midlands,Midlands,Gold,10000.0,4.0,0
14570335,10.0,41.0,F,,North,N West,Tin,0.009999999999999998,9.0,0
14592835,8.0,,B,F,South East,London,Tin,0.009999999999999998,5.0,1
14621649,5.0,33.0,F,,North,N East,Tin,0.009999999999999998,8.0,0
14624400,7.0,63.0,A,,South East,London,Tin,0.009999999999999998,5.0,0
14633868,15.0,,C,F,South East,London,Tin,0.009999999999999998,9.0,0
14639173,9.0,61.0,D,,South East,London,Tin,0.009999999999999998,4.0,0
14641267,,50.0,F,F,North,Yorkshire,Silver,1000.0,1.0,0
14655527,12.0,30.0,C,F,Midlands,Wales & West,Gold,19320.0,,1
14657309,11.0,65.0,C,,South East,S & S East,Silver,3682.47,11.0,0
14688662,20.0,57.0,C,,South East,London,Gold,10000.0,5.0,1
14703254,9.0,49.0,D,,Scottish,N Scot,Silver,4500.0,8.0,0
14728435,,42.0,F,F,South East,London,Silver,1093.03,6.0,1
14785161,6.0,,C,F,South West,S West,Silver,4070.5,5.0,1
14799723,11.0,67.0,B,,South East,S & S East,Tin,0.009999999999999998,10.0,1
14804034,6.0,,F,F,South East,London,Gold,6000.0,2.0,0
14806320,8.0,64.0,B,F,South West,S West,Gold,6053.349999999999,,1
14807009,7.0,49.0,F,,Scottish,C Scotland,Gold,6000.0,5.0,0
14824523,11.0,50.0,D,,Midlands,Midlands,Tin,0.009999999999999998,8.0,0
14830647,4.0,60.0,C,,South East,London,Gold,6000.0,2.0,0
14862646,,61.0,F,F,North,N West,Gold,6000.0,31.0,1
14864851,9.0,40.0,E,,South East,London,Silver,2112.22,8.0,0
14884666,13.0,69.0,B,,North,N West,Silver,1800.0,8.0,0
14903040,3.0,,F,M,North,N West,Tin,0.009999999999999998,4.0,0
14909979,7.0,,B,F,Midlands,Wales & West,Silver,600.0,3.0,0
14910896,,75.0,E,F,South East,London,Gold,10000.0,16.0,1
14916258,5.0,,F,M,Scottish,C Scotland,Platinum,25000.0,4.0,0
14919168,19.0,,C,F,South East,London,Gold,10000.0,2.0,1
14921820,,52.0,E,F,South East,London,Tin,0.009999999999999998,7.0,0
14925796,5.0,41.0,E,F,Midlands,Midlands,Tin,0.009999999999999998,,0
14934167,8.0,38.0,D,F,South East,S & S East,Tin,0.009999999999999998,,0
14935546,8.0,,A,F,North,N East,Gold,6000.0,2.0,0
14940450,,62.0,E,M,South East,London,Silver,5000.0,1.0,1
14942550,12.0,57.0,A,,South East,London,Gold,10000.0,4.0,0
14956241,13.0,48.0,B,,South East,London,Tin,0.009999999999999998,4.0,0
14970678,18.0,50.0,B,,Scottish,C Scotland,Silver,1000.0,4.0,1
14973995,8.0,49.0,F,,Midlands,Midlands,Tin,0.009999999999999998,8.0,0
14975300,9.0,,F,M,North,N West,Silver,600.0,11.0,1
14999722,14.0,,D,M,Midlands,Midlands,Tin,0.009999999999999998,5.0,0
15029689,9.0,54.0,D,,South East,S & S East,Silver,0.019999999999999997,7.0,0
15035107,8.0,37.0,F,F,North,Yorkshire,Silver,100.0,,1
15064549,10.0,46.0,C,,South East,London,Tin,0.009999999999999998,8.0,0
15113876,13.0,,C,F,South East,London,Silver,1510.0,9.0,0
15117006,10.0,,C,M,South East,London,Silver,3000.0,5.0,0
15142671,9.0,57.0,C,,South East,London,Gold,6000.0,6.0,0
15144232,11.0,64.0,B,,Midlands,Wales & West,Silver,1028.1899999999998,4.0,0
15146200,,69.0,B,F,North,N East,Silver,3000.0,8.0,0
15159396,,54.0,F,M,South East,London,Silver,1950.0,8.0,0
15166260,7.0,47.0,C,,South East,London,Silver,920.0,4.0,0
15173569,,71.0,D,M,South East,S & S East,Platinum,20561.79,3.0,0
15240533,10.0,,B,F,Midlands,Midlands,Silver,3000.0,6.0,0
15246574,,66.0,A,M,North,Yorkshire,Silver,500.0,1.0,0
15252752,10.0,65.0,D,,North,N West,Tin,0.009999999999999998,8.0,0
15275892,10.0,79.0,B,M,Midlands,Midlands,Gold,6000.0,,0
15293696,3.0,47.0,B,,South East,S & S East,Tin,0.009999999999999998,5.0,0
15304582,10.0,63.0,B,,South West,S West,Silver,100.0,11.0,0
15332888,16.0,,D,U,North,N West,Silver,1000.0,10.0,0
15339696,10.0,69.0,B,,North,N West,Platinum,20505.32,5.0,0
15367525,10.0,44.0,A,F,South East,London,Gold,6053.349999999999,,1
15399079,,52.0,A,M,South East,London,Tin,0.009999999999999998,26.0,0
15403467,,32.0,F,M,South West,S West,Tin,0.009999999999999998,8.0,0
15413438,11.0,57.0,F,,Midlands,Midlands,Platinum,45553.34,11.0,0
15452034,7.0,,A,U,South East,London,Gold,12035.56,4.0,0
15453871,13.0,50.0,F,,Midlands,Midlands,Gold,6027.69,13.0,1
15464016,6.0,30.0,D,,Midlands,Midlands,Silver,600.0,1.0,0
15479455,5.0,68.0,B,,South West,S West,Gold,16000.0,5.0,0
15500470,,37.0,A,F,Midlands,Midlands,Tin,0.009999999999999998,7.0,1
15508706,9.0,,B,U,Scottish,N Scot,Gold,16500.0,8.0,0
15522946,7.0,,D,F,South East,S & S East,Tin,0.009999999999999998,11.0,1
15538958,,65.0,D,U,South East,London,Gold,6000.0,2.0,0
15588122,15.0,61.0,F,,South East,London,Gold,5000.01,4.0,0
15594483,,41.0,D,F,North,N East,Silver,100.0,1.0,0
15635538,8.0,,D,M,South East,S & S East,Silver,1420.0,7.0,0
15642534,,41.0,C,F,South East,London,Silver,3000.0,5.0,1
15658619,4.0,42.0,E,,South East,London,Silver,3500.0,11.0,0
15668347,13.0,63.0,D,,North,N West,Gold,6000.0,5.0,0
15670694,8.0,65.0,C,F,Midlands,Midlands,Silver,3000.0,,0
15687457,6.0,57.0,E,,South East,London,Silver,4551.98,5.0,0
15689379,12.0,78.0,B,,Midlands,Wales & West,Gold,6000.0,2.0,0
15734072,10.0,69.0,E,,South West,S West,Silver,500.0,9.0,0
15779149,9.0,52.0,F,,South East,London,Gold,11400.0,8.0,0
15796396,7.0,50.0,F,,South East,London,Silver,600.0,1.0,0
15819663,7.0,62.0,C,U,Midlands,Midlands,Silver,3053.8199999999997,,0
15832856,11.0,47.0,A,,Midlands,Wales & West,Silver,1040.0,6.0,0
15842657,5.0,52.0,C,,South East,S & S East,Silver,800.0,9.0,0
15852067,6.0,32.0,D,,South West,S West,Tin,0.009999999999999998,8.0,0
15872858,,68.0,B,F,Midlands,Midlands,Silver,1000.0,5.0,0
15985636,11.0,66.0,D,,Midlands,Midlands,Silver,2000.0,6.0,0
16024370,9.0,40.0,D,,Midlands,East,Silver,2500.0,8.0,0
16025229,9.0,46.0,A,,South East,London,Silver,3459.56,6.0,0
16046366,17.0,35.0,D,,North,N East,Tin,0.009999999999999998,5.0,1
16053605,6.0,75.0,C,,South East,S & S East,Gold,6053.349999999999,6.0,0
16060377,7.0,77.0,F,,Midlands,East,Gold,12000.0,2.0,0
16066227,8.0,68.0,F,,Midlands,East,Silver,2500.0,6.0,0
16090721,14.0,,D,M,North,N West,Silver,2500.0,2.0,0
16122097,4.0,46.0,D,,Midlands,East,Silver,4000.0,5.0,0
16143361,7.0,67.0,E,,Midlands,Wales & West,Silver,4470.57,6.0,0
16145100,,56.0,B,M,South East,London,Tin,0.009999999999999998,8.0,0
16162943,13.0,57.0,A,,South East,London,Gold,9047.64,5.0,0
16164717,12.0,47.0,E,,Midlands,Midlands,Tin,0.009999999999999998,4.0,0
16165039,7.0,,A,M,South East,London,Gold,10500.0,8.0,0
16178734,,64.0,E,F,Midlands,East,Platinum,28990.949999999997,12.0,0
16181573,14.0,52.0,B,,North,Yorkshire,Gold,6000.0,2.0,0
16230361,5.0,,F,F,South East,London,Silver,5000.0,4.0,0
16254430,3.0,45.0,C,,South East,S & S East,Silver,5000.0,4.0,0
16257464,10.0,54.0,D,,South East,London,Silver,3000.0,2.0,0
16258932,,59.0,B,M,South East,London,Silver,1000.0,9.0,0
16295560,8.0,53.0,D,,South East,S & S East,Tin,0.009999999999999998,4.0,0
16308395,,46.0,A,F,North,Yorkshire,Gold,8000.0,1.0,0
16331516,8.0,,A,F,South East,S & S East,Silver,4600.0,7.0,0
16342046,,76.0,A,F,Midlands,East,Gold,13000.0,21.0,0
16372239,10.0,,F,U,Midlands,Wales & West,Silver,1500.0,10.0,0
16399277,10.0,31.0,F,,Midlands,Midlands,Tin,0.009999999999999998,4.0,0
16409701,,35.0,C,F,South East,London,Silver,1200.0,1.0,1
16411366,10.0,36.0,E,,North,N East,Gold,6000.0,1.0,1
16417658,7.0,46.0,D,,North,N West,Silver,420.01,8.0,0
16420160,8.0,57.0,C,,North,Yorkshire,Silver,2000.0,5.0,0
16425987,10.0,75.0,F,,Midlands,East,Silver,1500.0,4.0,1
16432274,7.0,66.0,B,,South East,S & S East,Gold,10105.32,7.0,0
16450531,9.0,66.0,B,,Midlands,East,Gold,7500.0,15.0,0
16452143,7.0,66.0,C,,Midlands,Midlands,Silver,1037.3,12.0,0
16460707,9.0,,B,M,North,Yorkshire,Silver,1000.0,5.0,1
16469259,,56.0,B,F,South East,London,Silver,600.0,1.0,0
16474694,13.0,50.0,C,,South East,S & S East,Silver,1000.0,8.0,0
16483030,9.0,43.0,E,,South East,London,Tin,0.009999999999999998,7.0,0
16488385,6.0,34.0,C,,South East,London,Tin,0.009999999999999998,5.0,0
16521706,,33.0,D,F,South West,S West,Silver,550.0,9.0,1
16533364,9.0,55.0,D,,North,Yorkshire,Silver,0.019999999999999997,9.0,0
16545656,7.0,66.0,C,,South East,London,Gold,6000.0,8.0,0
16611403,,55.0,D,F,South East,London,Tin,0.009999999999999998,5.0,0
16613961,7.0,,B,U,South East,London,Silver,4884.25,8.0,1
16636481,5.0,46.0,F,,South East,London,Gold,6000.0,2.0,0
16647637,,43.0,F,F,North,N West,Tin,0.009999999999999998,5.0,1
16651685,9.0,,E,F,Midlands,Midlands,Platinum,26000.0,1.0,0
16718089,11.0,67.0,D,,South East,S & S East,Gold,6668.37,18.0,1
16718518,9.0,32.0,C,,South East,London,Tin,0.009999999999999998,9.0,0
16722345,7.0,76.0,F,,Midlands,Midlands,Silver,405.23999999999995,16.0,0
16723147,5.0,,B,M,North,N East,Silver,900.0,5.0,0
16731948,,48.0,D,F,North,N West,Tin,0.009999999999999998,11.0,1
16734300,9.0,,D,M,South East,S & S East,Silver,5000.0,1.0,0
16748204,,70.0,C,M,South East,S & S East,Gold,12000.0,32.0,0
16751841,8.0,50.0,F,,Midlands,Wales & West,Silver,1300.0,2.0,0
16758064,8.0,39.0,D,,North,N West,Tin,0.009999999999999998,8.0,1
16772792,1.0,,F,F,Midlands,East,Tin,0.009999999999999998,5.0,0
16785118,4.0,,C,M,South East,S & S East,Gold,6053.349999999999,5.0,0
16795695,8.0,,B,M,South East,S & S East,Gold,7000.0,6.0,0
16803329,4.0,,B,M,North,Yorkshire,Silver,4000.0,6.0,0
16815238,9.0,42.0,D,F,South East,London,Silver,45.0,,1
16824822,11.0,58.0,B,,South East,London,Gold,10000.0,5.0,0
16829190,,71.0,B,M,South East,S & S East,Tin,0.009999999999999998,7.0,0
16871502,14.0,,A,F,North,N West,Tin,0.009999999999999998,8.0,1
16872606,10.0,66.0,B,,South East,S & S East,Gold,6000.0,2.0,0
16890019,10.0,60.0,F,,Midlands,East,Silver,1850.0,5.0,0
16906349,8.0,,B,M,North,N West,Gold,6000.0,1.0,0
16912217,9.0,,C,U,North,N East,Tin,0.009999999999999998,5.0,0
16939743,6.0,,B,F,Midlands,East,Silver,1960.0,6.0,0
16945476,10.0,,A,F,South East,S & S East,Silver,120.0,12.0,0
16974107,5.0,,B,M,Scottish,N Scot,Tin,0.009999999999999998,8.0,0
16977092,9.0,57.0,A,,North,N West,Silver,2000.86,4.0,0
16980409,7.0,,E,F,South East,London,Tin,0.009999999999999998,5.0,0
16984390,12.0,68.0,A,,Midlands,Wales & West,Gold,6000.0,5.0,0
17000270,,48.0,E,M,Scottish,N Scot,Silver,1420.0,1.0,0
17005051,,72.0,D,F,North,Yorkshire,Gold,6000.0,5.0,0
17006600,11.0,57.0,C,,Midlands,Wales & West,Silver,3000.0,6.0,0
17019508,,45.0,D,M,North,N West,Silver,360.0,11.0,0
17024439,14.0,51.0,B,,Midlands,Midlands,Silver,4537.2,16.0,0
17050596,,46.0,C,M,South East,London,Silver,600.0,9.0,0
17061806,10.0,31.0,F,,South East,London,Tin,0.009999999999999998,6.0,0
17070929,5.0,,F,F,North,Yorkshire,Silver,3000.0,9.0,0
17074797,7.0,52.0,B,,North,N East,Gold,8853.34,10.0,1
17082706,6.0,62.0,B,,Midlands,Midlands,Gold,18406.359999999997,8.0,0
17091985,6.0,66.0,D,,South West,S West,Silver,5000.0,0.0,0
17095344,7.0,52.0,A,,South East,London,Gold,9053.34,4.0,0
17114012,12.0,44.0,F,,Midlands,Midlands,Silver,1105.0,11.0,0
17116104,4.0,53.0,A,,Midlands,Midlands,Tin,0.009999999999999998,5.0,0
17119340,7.0,65.0,A,,South East,London,Gold,6000.0,2.0,0
17128919,6.0,54.0,B,,Midlands,Wales & West,Gold,9500.0,6.0,0
17136377,,71.0,D,M,Midlands,Wales & West,Silver,1000.0,8.0,0
17145821,13.0,,D,F,South East,S & S East,Tin,0.009999999999999998,8.0,0
17172322,10.0,58.0,E,,North,N West,Silver,2000.0,5.0,0
17191807,6.0,60.0,F,M,South East,London,Silver,2000.0,,0
17194385,10.0,,F,M,Midlands,Midlands,Tin,0.009999999999999998,6.0,0
17213479,9.0,57.0,A,F,South East,London,Tin,0.009999999999999998,,0
17218012,7.0,55.0,F,,North,N West,Tin,0.009999999999999998,5.0,0
17220718,,39.0,C,M,Midlands,East,Tin,0.009999999999999998,5.0,0
17225957,,49.0,E,F,South West,S West,Tin,0.009999999999999998,8.0,0
17226813,8.0,63.0,F,,South East,S & S East,Silver,2400.0,8.0,0
17226899,3.0,47.0,C,,North,Yorkshire,Tin,0.009999999999999998,8.0,0
17237149,4.0,65.0,F,,North,N West,Gold,6000.0,5.0,0
17240840,2.0,48.0,D,,Midlands,Wales & West,Silver,1000.0,4.0,0
17264634,8.0,61.0,C,,North,N East,Silver,1000.0,5.0,0
17269296,,46.0,C,F,North,N West,Tin,0.009999999999999998,8.0,0
17279267,12.0,,E,F,South East,London,Gold,6000.0,6.0,1
17283272,10.0,,D,F,Midlands,Midlands,Tin,0.009999999999999998,5.0,0
17287472,14.0,31.0,F,F,Midlands,Midlands,Silver,4000.0,,1
17288649,,55.0,B,U,North,Yorkshire,Silver,3000.0,6.0,0
17291186,11.0,,E,F,North,Yorkshire,Silver,335.0,3.0,0
17304458,9.0,38.0,C,,South East,London,Gold,6000.0,1.0,0
17306647,14.0,42.0,F,,Midlands,Midlands,Gold,5170.88,4.0,0
17321328,6.0,63.0,D,,South West,S West,Gold,6000.0,17.0,0
17325277,,38.0,F,M,Midlands,Wales & West,Tin,0.009999999999999998,4.0,1
17325870,4.0,49.0,F,,South East,S & S East,Gold,6000.0,2.0,0
17331242,,72.0,D,F,Midlands,East,Platinum,20232.04,3.0,0
17333962,,57.0,C,F,South East,London,Gold,6315.0,5.0,0
17340977,7.0,53.0,A,,South East,London,Gold,18160.039999999997,6.0,0
17351243,9.0,47.0,F,,Midlands,East,Tin,0.009999999999999998,7.0,0
17373743,8.0,47.0,B,,Midlands,East,Gold,11078.34,5.0,0
17378575,7.0,,D,F,South East,S & S East,Silver,2004.62,4.0,0
17404207,10.0,73.0,E,,South East,S & S East,Tin,0.009999999999999998,6.0,0
17426723,9.0,71.0,C,,Midlands,Midlands,Silver,3397.9599999999996,3.0,0
17437555,9.0,,C,U,South East,London,Silver,1000.01,8.0,0
17446562,10.0,62.0,F,,Scottish,C Scotland,Silver,3000.0,2.0,0
17471184,,35.0,B,F,Midlands,Midlands,Silver,420.0,5.0,1
17483565,10.0,60.0,E,,Midlands,Midlands,Silver,1340.0,8.0,1
17490472,6.0,44.0,C,,North,N West,Tin,0.009999999999999998,5.0,0
17494672,10.0,69.0,B,,South East,London,Gold,6100.0,9.0,0
17495245,10.0,38.0,E,,North,N West,Gold,6000.0,4.0,0
17512190,8.0,52.0,C,,South East,London,Silver,50.01,11.0,0
17534038,,58.0,B,M,South East,London,Tin,0.009999999999999998,9.0,0
17534534,8.0,,C,F,South East,London,Tin,0.009999999999999998,4.0,1
17565855,9.0,46.0,F,,North,N West,Silver,420.0,8.0,0
17580358,12.0,76.0,B,,South East,London,Silver,500.0,31.0,0
17589266,6.0,54.0,F,,Midlands,Wales & West,Silver,5000.0,4.0,0
17590965,5.0,52.0,F,,Midlands,Wales & West,Platinum,60000.0,4.0,0
17594146,7.0,,C,U,Scottish,N Scot,Gold,12000.0,14.0,0
17598435,7.0,30.0,B,,South East,London,Tin,0.009999999999999998,5.0,0
17609518,9.0,37.0,B,M,South East,London,Silver,600.0,,1
17612942,9.0,61.0,U,,South East,London,Gold,6053.349999999999,7.0,0
17619998,9.0,,D,F,South East,S & S East,Gold,18105.32,8.0,0
17627435,9.0,68.0,A,,Midlands,East,Silver,1500.0,10.0,0
17635640,3.0,,B,F,North,Yorkshire,Silver,0.019999999999999997,4.0,0
17647487,10.0,53.0,D,,South East,London,Silver,1000.0,9.0,0
17658969,,50.0,C,F,South East,London,Silver,3053.8199999999997,6.0,0
17662893,14.0,,D,F,Midlands,Midlands,Silver,150.0,13.0,1
17677920,,79.0,B,M,South East,S & S East,Gold,7000.0,4.0,0
17698464,10.0,46.0,C,,Midlands,East,Tin,0.009999999999999998,5.0,0
17723663,,54.0,B,F,South East,London,Platinum,36427.28999999999,7.0,1
17738296,2.0,,C,M,Midlands,Midlands,Tin,0.009999999999999998,12.0,0
17744830,10.0,61.0,E,,South East,S & S East,Silver,200.01,10.0,0
17749956,8.0,,C,U,South East,London,Silver,5000.0,4.0,0
17753031,6.0,,C,F,Midlands,Midlands,Tin,0.009999999999999998,8.0,0
17753872,9.0,71.0,A,,Scottish,C Scotland,Silver,2000.0,5.0,0
17756928,7.0,32.0,B,,South East,S & S East,Silver,500.0,1.0,0
17768845,7.0,72.0,C,,Midlands,Wales & West,Gold,6600.0,15.0,0
17771129,6.0,65.0,D,,Midlands,Midlands,Silver,500.0,9.0,0
17775353,15.0,58.0,C,,South East,S & S East,Silver,4000.0,29.0,1
17785367,,35.0,F,F,South East,S & S East,Silver,2800.0,11.0,1
17801052,6.0,,E,F,North,Yorkshire,Tin,0.009999999999999998,5.0,0
17807336,,59.0,A,M,South East,London,Silver,5000.0,1.0,0
17807859,7.0,,B,M,South East,London,Gold,7000.0,5.0,0
17811619,9.0,39.0,D,,South East,London,Silver,1000.0,6.0,0
17823226,7.0,41.0,D,,South East,S & S East,Tin,0.009999999999999998,4.0,0
17829585,7.0,59.0,B,,Midlands,Midlands,Gold,12000.0,19.0,0
17834481,5.0,55.0,F,,South East,S & S East,Silver,60.0,10.0,0
17836115,9.0,,F,F,Midlands,Wales & West,Silver,300.0,9.0,1
17837936,,72.0,F,F,North,N West,Silver,2000.0,4.0,0
17843588,9.0,,F,F,North,Yorkshire,Gold,6000.0,4.0,0
17845629,11.0,,F,U,Scottish,C Scotland,Silver,2000.0,3.0,0
17849276,12.0,55.0,F,,North,Yorkshire,Tin,0.009999999999999998,6.0,1
17850320,8.0,68.0,B,,South West,S West,Gold,10193.869999999999,3.0,0
17860342,,52.0,B,M,South East,London,Silver,300.0,9.0,0
17862698,,51.0,E,M,North,N West,Tin,0.009999999999999998,7.0,0
17864984,12.0,55.0,F,,South West,S West,Silver,3000.0,6.0,0
17873223,12.0,,E,M,Midlands,Wales & West,Tin,0.009999999999999998,5.0,0
17880955,11.0,48.0,B,,Scottish,Border,Tin,0.009999999999999998,8.0,0
17882249,,31.0,C,M,North,N East,Tin,0.009999999999999998,5.0,0
17883008,8.0,39.0,E,,Midlands,Midlands,Silver,1000.01,5.0,0
17907691,13.0,,B,F,Scottish,C Scotland,Tin,0.009999999999999998,5.0,1
17920558,8.0,75.0,E,,North,N West,Silver,2400.0,8.0,0
17922399,6.0,,C,F,South East,London,Tin,0.009999999999999998,8.0,0
17962382,7.0,45.0,D,F,North,N West,Tin,0.009999999999999998,,0
17980828,7.0,32.0,E,,Midlands,Midlands,Silver,3000.0,8.0,0
17986869,,64.0,F,M,North,Yorkshire,Gold,11600.0,12.0,0
18001637,17.0,55.0,A,,South East,London,Tin,0.009999999999999998,27.0,0
18014917,10.0,57.0,B,,South East,London,Silver,3000.0,6.0,0
18033741,8.0,59.0,C,,South East,London,Gold,6000.0,1.0,0
18043828,7.0,78.0,C,,South East,S & S East,Silver,3000.0,10.0,0
18047602,5.0,45.0,D,,South East,London,Silver,2000.0,1.0,0
18049605,,52.0,D,M,Scottish,C Scotland,Silver,3000.0,1.0,0
18063977,8.0,34.0,C,,South East,S & S East,Tin,0.009999999999999998,5.0,0
18072267,8.0,77.0,E,,Midlands,Wales & West,Tin,0.009999999999999998,8.0,0
18076025,,53.0,F,F,South East,S & S East,Silver,2000.0,1.0,0
18084966,12.0,48.0,D,,South East,S & S East,Silver,3000.0,3.0,0
18094430,5.0,52.0,D,,North,N West,Tin,0.009999999999999998,5.0,0
18110002,8.0,66.0,F,,North,N East,Gold,6500.0,6.0,0
18120997,11.0,51.0,E,,Midlands,Wales & West,Gold,14000.0,3.0,1
18126340,6.0,65.0,F,,North,N West,Silver,1000.0,5.0,1
18132421,,73.0,F,M,Midlands,East,Gold,12000.0,8.0,0
18149448,11.0,,F,M,North,Yorkshire,Silver,2000.0,9.0,0
18151663,10.0,,D,F,South West,S West,Silver,1000.0,2.0,0
18163394,12.0,74.0,C,,South West,S West,Tin,0.009999999999999998,6.0,0
18195857,8.0,28.0,F,M,Midlands,Midlands,Tin,0.009999999999999998,,0
18198554,10.0,,E,U,Midlands,Midlands,Silver,1920.0,5.0,0
18200079,7.0,48.0,A,,South East,London,Silver,5000.0,1.0,0
18219632,9.0,,C,F,South East,S & S East,Gold,9000.0,3.0,0
18232256,9.0,,E,F,North,N West,Gold,6000.0,3.0,0
18232957,8.0,55.0,D,,Midlands,Wales & West,Tin,0.009999999999999998,4.0,0
18239595,11.0,55.0,C,,South East,London,Tin,0.009999999999999998,7.0,0
18250114,7.0,62.0,B,,South East,London,Silver,500.0,9.0,0
18260713,4.0,55.0,C,,South East,S & S East,Silver,420.0,4.0,0
18271677,14.0,,E,F,South East,S & S East,Silver,3000.0,8.0,1
18274250,,70.0,A,M,South East,S & S East,Tin,0.009999999999999998,9.0,0
18298877,10.0,,C,F,South East,London,Tin,0.009999999999999998,8.0,0
18305547,16.0,31.0,F,F,South West,S West,Tin,0.009999999999999998,,0
18323987,5.0,60.0,D,,South East,London,Gold,6000.0,2.0,0
18330142,,25.0,F,F,North,Yorkshire,Silver,2000.0,6.0,1
18341586,3.0,78.0,C,,North,N East,Gold,12000.0,2.0,0
18342388,11.0,,C,F,South East,London,Silver,5000.0,5.0,0
18387667,11.0,56.0,D,,North,N West,Silver,2200.0,8.0,0
18401880,9.0,,E,F,South East,London,Tin,0.009999999999999998,5.0,1
18404073,7.0,58.0,E,,South East,London,Silver,3000.0,5.0,0
18413722,,67.0,B,M,Scottish,C Scotland,Gold,6000.0,5.0,1
18447198,8.0,,C,F,North,N West,Tin,0.009999999999999998,4.0,0
18447899,6.0,,E,F,Midlands,East,Tin,0.009999999999999998,10.0,0
18449417,9.0,,F,F,North,N West,Silver,1000.0,6.0,1
18450768,7.0,53.0,E,,North,Yorkshire,Silver,4200.0,3.0,0
18458106,11.0,39.0,E,,South East,London,Gold,19020.0,9.0,0
18462537,4.0,40.0,B,,South East,London,Gold,7800.0,8.0,0
18503624,15.0,,D,M,Scottish,C Scotland,Silver,600.0,4.0,1
18517773,6.0,74.0,E,,South East,S & S East,Tin,0.009999999999999998,5.0,0
18519547,9.0,28.0,F,M,Midlands,Midlands,Gold,6000.0,,1
18525482,,28.0,D,F,South East,S & S East,Silver,250.0,8.0,1
18528074,10.0,52.0,B,,Scottish,C Scotland,Gold,18000.0,2.0,0
18540155,11.0,48.0,D,,Midlands,Midlands,Silver,0.019999999999999997,4.0,0
18545467,7.0,,F,F,South East,S & S East,Gold,20000.0,24.0,0
18549543,8.0,62.0,B,,South East,S & S East,Silver,75.01,4.0,0
18551068,6.0,71.0,D,,South East,London,Silver,3000.01,33.0,0
18552625,12.0,47.0,D,,South East,London,Silver,50.0,10.0,0
18560911,,60.0,B,F,South East,S & S East,Silver,0.019999999999999997,8.0,0
18563309,12.0,,D,M,North,N East,Tin,0.009999999999999998,8.0,0
18570291,9.0,,D,F,South East,London,Gold,19000.0,6.0,0
18570372,,59.0,D,M,Midlands,East,Silver,5000.0,3.0,0
18573738,6.0,,A,F,South East,S & S East,Silver,3000.0,23.0,0
18580114,10.0,74.0,B,,South West,S West,Tin,0.009999999999999998,8.0,0
18585094,10.0,,C,F,South East,S & S East,Tin,0.009999999999999998,5.0,1
18585337,5.0,46.0,D,,Midlands,East,Tin,0.009999999999999998,5.0,0
18586996,9.0,,F,F,Midlands,Midlands,Gold,10000.0,2.0,0
18588468,9.0,54.0,D,,South East,London,Tin,0.009999999999999998,5.0,0
18588786,11.0,53.0,B,,Midlands,Midlands,Silver,15.0,8.0,0
18589758,6.0,,D,M,Midlands,East,Gold,6000.0,2.0,0
18603378,5.0,,F,U,South East,London,Tin,0.009999999999999998,7.0,0
18603424,5.0,,B,M,South East,London,Platinum,21000.0,5.0,0
18606741,8.0,,D,M,Midlands,Midlands,Tin,0.009999999999999998,8.0,0
18617115,10.0,68.0,A,F,South East,London,Gold,12053.349999999999,,0
18618456,11.0,50.0,F,,Midlands,East,Tin,0.009999999999999998,5.0,0
18625533,8.0,49.0,A,,South East,London,Tin,0.009999999999999998,4.0,0
18635997,7.0,45.0,B,,South East,London,Silver,100.01,9.0,0
18639380,9.0,58.0,D,,South East,London,Gold,10000.0,6.0,0
18641326,9.0,,A,F,North,N East,Gold,12000.0,8.0,0
18651089,8.0,51.0,B,,Midlands,Wales & West,Tin,0.009999999999999998,5.0,0
18658040,5.0,52.0,D,,Midlands,East,Gold,19183.239999999998,3.0,0
18672159,8.0,41.0,C,,South East,London,Tin,0.009999999999999998,6.0,0
18680658,7.0,64.0,F,,South West,S West,Silver,3000.0,8.0,0
18715222,14.0,58.0,C,,South East,London,Silver,1053.7299999999998,5.0,0
18735916,9.0,69.0,B,,Midlands,Midlands,Gold,6053.349999999999,5.0,0
18755712,,37.0,F,M,South West,S West,Tin,0.009999999999999998,5.0,1
18756018,3.0,54.0,D,,South West,S West,Tin,0.009999999999999998,8.0,0
18759505,14.0,63.0,E,F,South East,London,Platinum,21053.82,,0
18771203,8.0,,D,F,North,N West,Tin,0.009999999999999998,5.0,1
18771661,,62.0,D,M,South East,S & S East,Silver,4184.6900000000005,9.0,0
