,0,1,2,3,4,5,6,7,8,Actual Outcome,prob_0,prob_1,Decile
175,5,25,4,1,4,4,2,5000,1,0,0.667696395,0.332303605,3
1048,7,35,6,1,3,1,3,0.01,4,1,0.667706511,0.332293489,3
1001,11,54,3,1,1,5,2,420,8,0,0.668482973,0.331517027,3
1632,11,45,2,2,4,9,3,0.01,4,0,0.668543023,0.331456977,3
2399,8,34,3,2,4,4,2,420,8,1,0.668703902,0.331296098,3
2818,12,57,4,1,1,12,3,0.01,5,0,0.668767877,0.331232123,3
1596,11,54,4,1,1,12,2,1500,8,0,0.66935971,0.33064029,3
594,9,45,5,1,4,4,2,500,11,0,0.670001005,0.329998995,3
378,9,45,6,1,3,2,2,2000,5,0,0.670021864,0.329978136,3
2873,9,45,6,1,1,12,3,0.01,8,0,0.670208541,0.329791459,3
3637,11,52,5,1,4,4,3,0.01,5,0,0.670603927,0.329396073,3
869,12,52,1,2,0,0,3,0.01,8,1,0.670848497,0.329151503,3
3476,10,56,4,0,3,2,0,6000,5,0,0.67096752,0.32903248,3
59,8,38,3,1,4,9,3,0.01,6,1,0.671039092,0.328960908,3
882,10,44,6,2,1,5,3,0.01,5,0,0.671114773,0.328885227,3
328,9,39,6,2,2,8,3,0.01,5,1,0.671228098,0.328771902,3
1199,12,59,4,1,4,4,0,6000,6,0,0.671422645,0.328577355,3
2322,10,49,2,1,2,6,2,2.24,8,0,0.671429425,0.328570575,3
3709,7,35,3,1,1,5,3,0.01,4,1,0.671537909,0.328462091,3
2058,7,35,6,1,4,9,3,0.01,8,0,0.671780628,0.328219372,3
2070,7,35,4,1,2,6,3,0.01,5,1,0.671948636,0.328051364,3
3640,9,33,0,3,1,5,2,1000,4,0,0.672016243,0.327983757,3
299,12,63,2,0,4,4,0,10419.2,5,0,0.672166434,0.327833566,3
2831,9,49,2,0,2,13,2,2558.48,4,0,0.672990285,0.327009715,3
2652,10,50,1,1,1,5,0,9053.34,4,1,0.673583263,0.326416737,3
3507,7,36,4,1,2,8,2,4750,8,0,0.674083483,0.325916517,3
2033,6,31,6,1,4,4,3,0.01,8,0,0.674233243,0.325766757,3
637,9,44,4,1,2,6,3,0.01,5,1,0.674311236,0.325688764,3
1923,5,28,4,1,1,3,2,600,4,0,0.674526763,0.325473237,3
2192,10,44,5,2,1,3,3,0.01,5,0,0.67464668,0.32535332,3
2856,10,43,0,2,1,11,2,3000,8,0,0.674869118,0.325130882,3
3649,12,46,6,3,4,9,3,0.01,4,0,0.675107059,0.324892941,3
252,12,58,2,1,4,4,2,600,15,1,0.675191099,0.324808901,3
3505,9,44,4,1,2,8,3,0.01,5,1,0.675333302,0.324666698,3
2385,9,43,4,1,4,9,3,0.01,5,1,0.675359749,0.324640251,3
146,11,53,4,1,4,9,2,3000,8,1,0.675849316,0.324150684,3
191,10,48,3,1,4,4,2,3600,5,0,0.6759865,0.3240135,3
2822,13,62,2,1,1,5,2,2880,2,1,0.676207857,0.323792143,3
2529,14,67,4,1,5,10,0,6000,2,1,0.676414,0.323586,3
3292,8,41,3,1,4,4,0,6000,2,0,0.677240627,0.322759373,3
2971,9,46,6,1,1,5,3,0.01,9,0,0.67750431,0.32249569,3
2552,10,47,2,1,4,4,3,0.01,4,1,0.678375963,0.321624037,3
583,14,62,4,2,1,5,2,5000,5,0,0.678573971,0.321426029,3
2298,10,49,4,1,1,12,3,0.01,5,0,0.678785409,0.321214591,3
923,9,44,4,1,4,4,3,0.01,9,1,0.679164427,0.320835573,3
3336,9,52,4,0,2,8,0,6052.66,1,0,0.679166749,0.320833251,3
1899,8,41,4,1,1,5,3,0.01,9,0,0.679223746,0.320776254,3
2421,8,39,0,1,4,9,2,50.01,8,0,0.679282181,0.320717819,3
2953,9,40,4,2,4,4,0,14561.3,7,0,0.679737692,0.320262308,3
937,7,25,6,3,4,4,2,2900,1,0,0.6797589,0.3202411,3
1673,10,50,6,1,1,5,3,0.01,4,0,0.679966624,0.320033376,3
827,11,48,4,2,1,12,3,0.01,4,0,0.680260217,0.319739783,3
2734,7,40,4,0,4,9,3,0.01,5,0,0.680345675,0.319654325,3
1459,7,36,6,1,3,2,3,0.01,4,0,0.680587895,0.319412105,3
2804,13,62,2,1,1,12,3,0.01,8,0,0.680724469,0.319275531,3
492,7,36,3,1,1,12,3,0.01,8,1,0.681462656,0.318537344,3
3340,8,43,3,1,1,5,0,6000,4,0,0.681632907,0.318367093,3
463,11,53,2,1,4,9,2,1080,8,0,0.681637154,0.318362846,3
1066,7,35,2,1,2,8,3,0.01,5,1,0.682021376,0.317978624,3
643,14,60,2,2,5,10,2,1000,5,0,0.682415734,0.317584266,3
2360,11,57,6,0,1,5,1,45553.3,11,0,0.682480043,0.317519957,3
559,8,41,5,1,4,9,2,100,7,0,0.682826376,0.317173624,3
2022,6,32,4,1,4,4,2,3050,10,1,0.682980101,0.317019899,3
2067,10,48,2,1,4,4,3,0.01,9,1,0.683207786,0.316792214,3
164,12,61,2,1,1,5,0,6000.01,9,0,0.683387708,0.316612292,3
2316,11,60,2,0,4,4,0,6053.34,4,0,0.683547585,0.316452415,3
291,11,56,6,1,4,9,0,6000,5,0,0.683690546,0.316309454,3
3853,12,61,5,1,1,5,0,9000,3,0,0.683822521,0.316177479,3
1904,13,56,6,2,5,10,3,0.01,4,0,0.683853944,0.316146056,3
3630,11,49,4,2,1,5,2,4000,2,1,0.683950052,0.316049948,3
2482,11,52,2,1,4,4,3,0.01,5,1,0.684175758,0.315824242,3
2527,14,68,4,1,2,6,2,3000,8,1,0.684439121,0.315560879,3
3259,10,50,5,1,4,4,2,3000,9,0,0.684537228,0.315462772,3
2250,10,41,6,3,0,0,0,19988.9,3,1,0.684709071,0.315290929,3
2992,7,41,4,0,2,8,3,0.01,2,0,0.684750249,0.315249751,3
1871,13,63,5,1,2,8,3,0.01,7,0,0.684787718,0.315212282,3
3047,8,40,4,1,4,4,2,3000,2,0,0.684831663,0.315168337,3
3572,9,47,4,1,4,4,0,6053.35,7,0,0.684944776,0.315055224,3
2761,8,45,3,0,4,4,3,0.01,8,0,0.685140725,0.314859275,3
560,9,46,4,1,0,0,3,0.01,4,0,0.685489748,0.314510252,3
1286,6,38,5,0,1,5,3,0.01,5,0,0.685594118,0.314405882,3
2015,9,40,2,2,4,9,0,6000,1,0,0.685731788,0.314268212,3
3872,10,47,2,1,5,10,3,0.01,5,0,0.685794108,0.314205892,3
372,6,35,6,1,1,12,0,6000,1,0,0.686004087,0.313995913,3
1726,7,32,6,2,1,5,3,0.01,5,1,0.686024492,0.313975508,3
3128,11,55,4,1,4,4,0,10000,4,0,0.686113894,0.313886106,3
2254,10,57,5,0,1,5,2,2000,8,0,0.68672044,0.31327956,3
2076,8,44,6,1,2,8,0,9000,8,0,0.686862167,0.313137833,3
2118,4,22,2,1,4,4,2,1645,2,1,0.68686608,0.31313392,3
905,8,41,5,1,2,6,3,0.01,5,0,0.687004214,0.312995786,3
3261,7,43,3,0,1,12,2,900,8,1,0.687779893,0.312220107,3
1839,8,42,4,1,1,5,2,3400,5,0,0.688370671,0.311629329,3
2952,10,51,3,1,4,9,0,6000,6,0,0.688379128,0.311620872,3
647,8,34,0,2,1,12,3,0.01,4,1,0.688586238,0.311413762,3
50,12,56,5,2,1,12,0,6000,2,0,0.688696812,0.311303188,3
1825,10,52,4,1,1,12,0,12106.7,7,0,0.688785492,0.311214508,3
2257,8,42,4,1,0,0,3,0.01,5,0,0.688923124,0.311076876,3
3706,6,31,3,1,4,4,3,0.01,7,0,0.689187149,0.310812851,3
2131,7,44,4,0,1,5,2,300,9,0,0.68946293,0.31053707,3
476,11,48,1,2,2,6,2,2000,1,0,0.689652704,0.310347296,3
2104,7,37,4,1,1,5,3,0.01,5,1,0.69003026,0.30996974,3
1974,11,48,1,2,4,4,2,3000,9,0,0.690222011,0.309777989,3
1874,8,35,2,2,1,12,3,0.01,5,0,0.690318826,0.309681174,3
1525,12,64,4,0,4,4,2,2000,5,0,0.690599302,0.309400698,3
2796,8,42,4,1,1,5,2,3000,3,1,0.690626314,0.309373686,3
1208,15,72,2,1,2,8,2,3026.67,7,0,0.690946271,0.309053729,3
2432,11,49,3,2,1,12,3,0.01,8,0,0.690983756,0.309016244,3
3817,12,59,4,1,3,2,2,1000,2,1,0.691398068,0.308601932,3
2032,9,44,1,1,4,4,2,4600,5,0,0.691539341,0.308460659,3
2357,7,45,5,0,4,4,0,6000,11,0,0.691546088,0.308453912,3
2925,11,54,3,1,1,12,3,0.01,4,1,0.691948056,0.308051944,3
798,8,41,5,1,2,13,3,0.01,4,0,0.691953673,0.308046327,3
2074,9,43,2,1,5,10,3,0.01,4,0,0.692138107,0.307861893,3
2461,7,37,6,1,4,4,3,0.01,9,1,0.692199191,0.307800809,3
2656,6,40,2,0,1,5,0,9375,7,0,0.692216285,0.307783715,3
801,10,39,2,3,4,4,2,1000,9,1,0.692217113,0.307782887,3
2976,11,55,2,1,1,5,2,1053.34,4,1,0.692220147,0.307779853,3
2334,9,46,4,1,1,5,3,0.01,5,0,0.692322265,0.307677735,3
675,10,49,2,1,4,4,2,2600,4,1,0.692425308,0.307574692,3
1548,14,63,4,2,1,5,3,0.01,8,0,0.692531608,0.307468392,3
1965,10,45,4,2,2,6,3,0.01,9,0,0.692763802,0.307236198,3
1973,9,48,5,1,1,12,2,1200,12,0,0.692792926,0.307207074,3
304,12,61,6,1,1,5,2,1500,5,0,0.693001345,0.306998655,3
3105,8,41,6,1,4,4,3,0.01,5,0,0.693152029,0.306847971,3
1339,7,38,6,1,1,5,3,0.01,5,1,0.693209929,0.306790071,3
2208,12,49,4,3,1,3,2,4000,3,0,0.693552944,0.306447056,3
1291,12,60,3,1,0,0,3,0.01,8,0,0.693560958,0.306439042,3
2087,5,28,4,1,4,9,2,600,5,0,0.693609641,0.306390359,3
2376,14,57,3,3,1,5,3,0.01,5,0,0.694143623,0.305856377,3
3309,8,40,2,1,4,4,3,0.01,8,0,0.694437371,0.305562629,3
1051,7,37,3,1,1,5,3,0.01,5,0,0.694441038,0.305558962,3
1934,10,46,6,2,1,3,3,0.01,5,0,0.694492149,0.305507851,3
1164,13,70,6,0,2,8,2,500,1,0,0.694707075,0.305292925,3
2318,9,48,4,1,1,5,2,50,10,0,0.69473303,0.30526697,3
889,12,61,2,1,1,5,0,12000,8,0,0.694798288,0.305201712,3
1356,11,58,2,0,5,10,2,1200,0,0,0.694958091,0.305041909,3
2949,10,51,4,1,1,5,3,0.01,8,0,0.695101027,0.304898973,3
2429,14,70,5,1,4,4,0,6000,5,1,0.695107791,0.304892209,3
3324,10,50,5,1,4,4,3,0.01,8,0,0.695485138,0.304514862,3
3245,13,64,3,1,2,13,2,1105.32,7,1,0.695549052,0.304450948,3
1924,9,40,6,2,4,9,3,0.01,5,0,0.695613762,0.304386238,3
3225,12,59,6,1,4,4,2,4000,1,0,0.69572189,0.30427811,3
701,9,40,2,2,2,6,3,0.01,8,0,0.695883019,0.304116981,3
2936,11,53,1,1,4,4,3,0.01,8,0,0.696270302,0.303729698,3
1569,10,50,2,1,2,13,2,2000,4,0,0.696356065,0.303643935,3
3082,10,52,3,1,2,6,0,8000,2,0,0.696465267,0.303534733,3
3085,13,53,1,3,1,5,2,3000,6,0,0.696898557,0.303101443,3
2065,8,43,5,1,1,12,2,1000,4,1,0.696917933,0.303082067,3
2680,12,58,2,1,4,4,2,4000,4,0,0.697001173,0.302998827,3
587,8,35,1,2,2,8,3,0.01,6,0,0.697038772,0.302961228,3
3433,12,54,1,2,4,4,0,6000,1,0,0.697107995,0.302892005,3
3068,7,38,5,1,3,1,2,30,2,0,0.697147477,0.302852523,3
2409,8,42,3,1,4,4,2,300,10,1,0.697193692,0.302806308,3
2635,10,53,4,1,2,8,0,6000,5,0,0.697381616,0.302618384,3
978,6,33,6,1,3,2,3,0.01,4,0,0.697533435,0.302466565,3
3593,9,45,2,1,4,9,2,4800,8,0,0.697554923,0.302445077,4
2655,14,70,0,1,1,5,0,6105.32,7,1,0.697617344,0.302382656,4
1834,14,69,2,1,3,2,0,10001.7,4,1,0.697619416,0.302380584,4
742,8,49,6,0,3,2,2,300,9,0,0.697801413,0.302198587,4
1542,9,35,2,3,1,3,3,0.01,5,0,0.697816685,0.302183315,4
1560,13,66,4,1,1,5,2,2733.83,14,0,0.697902182,0.302097818,4
896,12,59,2,1,2,6,2,3000,3,0,0.698254344,0.301745656,4
1500,9,48,6,1,2,13,2,0.02,8,0,0.69843649,0.30156351,4
154,10,46,4,2,4,4,2,350,11,0,0.698532581,0.301467419,4
672,8,37,6,2,2,13,3,0.01,8,0,0.698541232,0.301458768,4
3778,9,46,3,1,2,13,2,500,1,0,0.698660499,0.301339501,4
236,9,35,4,3,2,8,3,0.01,4,0,0.698681978,0.301318022,4
1433,8,41,2,1,4,9,2,1675,7,1,0.698695805,0.301304195,4
1855,8,40,2,1,4,4,3,0.01,5,1,0.698759146,0.301240854,4
1322,8,41,4,1,4,9,2,1800,1,1,0.698792163,0.301207837,4
269,13,66,2,1,3,1,0,8800,13,1,0.698910305,0.301089695,4
3094,8,37,5,2,1,5,3,0.01,4,0,0.69902203,0.30097797,4
3838,10,50,3,1,2,8,3,0.01,5,0,0.699086931,0.300913069,4
3587,9,51,3,0,2,8,3,0.01,5,0,0.699096182,0.300903818,4
11,11,48,3,2,4,9,3,0.01,5,0,0.699103054,0.300896946,4
2302,8,37,3,2,1,5,3,0.01,10,1,0.699129301,0.300870699,4
2892,9,46,3,1,2,8,2,4200,3,0,0.699368743,0.300631257,4
1984,9,45,4,1,4,9,3,0.01,5,0,0.699550769,0.300449231,4
3025,11,56,5,1,4,4,2,500,9,0,0.699557519,0.300442481,4
97,13,65,4,1,5,10,0,6053.35,6,1,0.699708277,0.300291723,4
825,9,53,6,0,3,2,2,1000,5,0,0.699883918,0.300116082,4
1514,10,52,3,1,1,12,2,500.01,9,0,0.69990751,0.30009249,4
3432,12,59,4,1,4,4,2,3000,3,0,0.699946156,0.300053844,4
615,9,46,0,1,1,11,2,1000,5,0,0.700133304,0.299866696,4
40,11,47,6,3,2,13,0,6000,2,0,0.700199235,0.299800765,4
3293,9,46,5,1,4,4,3,0.01,8,0,0.700289907,0.299710093,4
3789,8,43,6,1,1,5,3,0.01,5,0,0.700293534,0.299706466,4
708,10,57,4,0,1,5,3,0.01,9,0,0.700741495,0.299258505,4
3351,10,57,4,0,1,5,3,0.01,9,0,0.700741495,0.299258505,4
360,10,56,5,0,4,4,3,0.01,9,0,0.701121555,0.298878445,4
2308,8,42,4,1,4,4,2,1000,5,1,0.701147138,0.298852862,4
3244,12,57,3,2,2,8,0,6600,11,0,0.70115294,0.29884706,4
3617,8,35,1,2,4,4,2,1200,1,1,0.701364551,0.298635449,4
1069,6,38,3,0,2,8,3,0.01,5,1,0.701625172,0.298374828,4
2107,5,30,4,1,1,5,2,50,2,0,0.7016977,0.2983023,4
1002,10,50,2,1,4,4,2,1000,4,0,0.701701224,0.298298776,4
931,13,59,3,2,1,5,3,0.01,8,0,0.701714243,0.298285757,4
2603,9,47,5,1,2,8,2,2000,1,0,0.701783167,0.298216833,4
1354,9,42,4,2,1,5,3,0.01,10,0,0.701819707,0.298180293,4
2968,11,45,1,3,1,12,0,12000,2,0,0.701865934,0.298134066,4
3796,14,72,3,0,4,9,1,22103.8,8,0,0.70209188,0.29790812,4
1856,10,52,2,1,2,13,0,6000,1,0,0.702422636,0.297577364,4
2042,10,49,1,1,4,4,3,0.01,7,1,0.702494541,0.297505459,4
296,9,47,5,1,2,8,3,0.01,8,0,0.702702924,0.297297076,4
1475,9,46,5,1,4,9,3,0.01,8,1,0.702728122,0.297271878,4
31,6,33,6,1,4,4,3,0.01,5,0,0.702759874,0.297240126,4
3483,10,52,6,1,1,3,3,0.01,4,0,0.702993259,0.297006741,4
1821,12,58,3,1,4,9,1,20456.8,7,0,0.70336063,0.29663937,4
2235,9,48,2,1,1,3,0,12000,3,1,0.703521434,0.296478566,4
2975,10,50,3,1,4,4,2,5000,4,0,0.703844707,0.296155293,4
1347,11,55,2,1,4,4,0,18158.7,7,0,0.703940102,0.296059898,4
1243,7,38,6,1,4,4,2,4500,4,0,0.704341643,0.295658357,4
650,10,47,6,2,1,5,3,0.01,7,0,0.704443145,0.295556855,4
2342,10,52,4,1,1,3,3,0.01,9,0,0.70452064,0.29547936,4
466,11,55,3,1,4,4,2,4000,7,0,0.704955924,0.295044076,4
2639,7,38,6,1,4,4,3,0.01,8,0,0.705484472,0.294515528,4
190,12,67,6,0,1,12,2,3000,5,0,0.705924821,0.294075179,4
3548,8,45,5,1,1,12,0,13000,8,0,0.705937984,0.294062016,4
2799,13,61,4,2,1,5,2,3000,12,0,0.705944094,0.294055906,4
1887,6,32,2,1,4,9,3,0.01,8,1,0.706442735,0.293557265,4
3367,12,56,1,2,4,4,0,9600.43,15,0,0.706540386,0.293459614,4
3037,10,50,4,1,4,9,3,0.01,5,1,0.706549945,0.293450055,4
2651,6,34,4,1,1,12,3,0.01,7,0,0.707243743,0.292756257,4
1341,11,56,4,1,4,9,2,1300,9,1,0.707595129,0.292404871,4
1955,7,39,4,1,2,6,2,1420,5,1,0.707996358,0.292003642,4
3691,13,70,2,1,1,3,0,12000,36,0,0.708048747,0.291951253,4
3449,8,38,6,2,1,12,3,0.01,5,0,0.708424173,0.291575827,4
2530,11,50,2,2,1,12,3,0.01,7,0,0.70859257,0.29140743,4
1349,12,57,2,2,1,12,0,6000,5,0,0.709305222,0.290694778,4
1537,8,43,3,1,1,3,3,0.01,7,1,0.709409325,0.290590675,4
3763,14,65,6,2,1,12,3,0.01,9,0,0.709445284,0.290554716,4
671,12,62,3,1,2,8,0,12105.3,8,0,0.709532847,0.290467153,4
278,10,52,6,1,2,8,3,0.01,5,0,0.709606609,0.290393391,4
2756,12,49,6,3,4,9,3,0.01,5,0,0.709613341,0.290386659,4
1697,9,42,4,2,4,4,2,0.02,6,0,0.709813995,0.290186005,4
1684,13,64,5,1,4,9,3,0.01,6,1,0.710009701,0.289990299,4
2763,12,55,1,2,4,4,2,2500,16,0,0.710071542,0.289928458,4
1792,11,62,1,0,3,7,0,6000,2,0,0.71025259,0.28974741,4
627,12,61,5,1,1,5,3,0.01,4,0,0.710474921,0.289525079,4
1562,11,57,6,1,2,8,3,0.01,9,1,0.710895258,0.289104742,4
114,7,32,4,2,4,4,3,0.01,5,1,0.711327153,0.288672847,4
275,9,49,4,1,4,4,0,5179.23,4,0,0.711545889,0.288454111,4
652,7,43,3,0,4,4,2,3053.83,3,0,0.711575063,0.288424937,4
590,13,64,2,1,2,6,3,0.01,5,1,0.711619885,0.288380115,4
3188,11,56,4,1,2,8,3,0.01,6,1,0.7120326,0.2879674,4
247,8,38,6,2,2,8,3,0.01,5,0,0.712074628,0.287925372,4
2481,8,43,6,1,4,4,3,0.01,8,0,0.712402246,0.287597754,4
2866,5,38,6,0,1,3,2,50.01,9,0,0.712553653,0.287446347,4
2314,6,35,5,1,4,4,2,300,8,1,0.71260892,0.28739108,4
197,6,40,4,0,1,3,3,0.01,5,1,0.712647821,0.287352179,4
2251,13,67,3,1,4,9,0,5320.5,11,0,0.713022129,0.286977871,4
2237,7,40,4,1,4,9,0,6000,4,0,0.713033742,0.286966258,4
2657,10,51,2,1,4,9,2,3000,8,1,0.713325383,0.286674617,4
2506,11,55,3,1,4,9,3,0.01,8,0,0.713504978,0.286495022,4
1439,11,52,2,2,4,9,0,6052.65,8,0,0.71353579,0.28646421,4
3191,11,50,5,2,4,9,3,0.01,5,1,0.713869995,0.286130005,4
1353,8,44,1,1,2,8,0,8000,3,1,0.714093437,0.285906563,4
523,15,73,2,1,4,9,2,2000,6,0,0.714260607,0.285739393,4
1342,11,45,6,3,4,9,3,0.01,5,0,0.714286768,0.285713232,4
3056,10,48,4,2,1,12,2,304.32,7,0,0.71449822,0.28550178,4
2693,8,38,5,2,2,13,3,0.01,8,1,0.714508073,0.285491927,4
3376,8,50,6,0,1,12,2,1300,2,0,0.714594021,0.285405979,4
2686,14,61,6,3,1,3,2,1000,5,0,0.714676016,0.285323984,4
320,12,62,2,1,4,4,0,6105.32,7,1,0.714834355,0.285165645,4
3096,9,48,4,1,1,12,3,0.01,8,0,0.714936842,0.285063158,4
2671,10,47,3,2,4,4,0,12000,4,0,0.715052244,0.284947756,4
1585,7,35,6,2,2,6,2,3052.66,7,0,0.715517148,0.284482852,4
2887,5,32,7,1,1,5,2,1300,1,1,0.715532654,0.284467346,4
2138,13,67,5,1,1,3,2,960,4,0,0.715594631,0.284405369,4
630,12,68,1,0,1,12,0,6000,5,0,0.715763185,0.284236815,4
223,6,34,6,1,4,4,3,0.01,4,1,0.715776499,0.284223501,4
1999,9,47,2,1,2,13,3,0.01,9,0,0.716494986,0.283505014,4
368,9,42,6,2,4,4,3,0.01,5,1,0.716564704,0.283435296,4
3300,11,67,4,0,1,5,0,6000,21,0,0.716629765,0.283370235,4
3021,8,47,0,0,2,8,3,0.01,5,0,0.71664861,0.28335139,4
2617,9,48,6,1,2,13,3,0.01,5,0,0.716650553,0.283349447,4
3472,11,53,4,2,1,3,2,1000.01,8,1,0.716764551,0.283235449,4
3798,9,48,0,1,4,4,0,6000,5,0,0.716860299,0.283139701,4
2092,9,47,2,1,2,8,3,0.01,7,0,0.7168987,0.2831013,4
3671,6,36,3,1,1,3,2,3000,10,0,0.716992297,0.283007703,4
2773,7,42,6,1,2,13,0,6053.35,5,1,0.717114404,0.282885596,4
1129,9,53,3,0,4,9,2,1000,8,0,0.717432873,0.282567127,4
3,12,60,3,1,4,4,3,0.01,8,0,0.717957158,0.282042842,4
2667,11,62,2,0,1,5,2,3000,1,1,0.718275693,0.281724307,4
807,7,41,4,1,1,3,2,500,8,0,0.718431226,0.281568774,4
2970,8,50,3,0,4,4,0,10884.2,8,0,0.719210892,0.280789108,4
1515,14,68,5,2,1,3,0,8000,6,0,0.719297041,0.280702959,4
2450,9,53,3,0,4,4,2,3000,7,0,0.719587826,0.280412174,4
3779,9,50,0,1,1,11,0,6000,10,0,0.719630882,0.280369118,4
535,9,43,0,2,4,4,0,6000,6,0,0.72008219,0.27991781,4
3060,8,44,6,1,2,8,3,0.01,4,0,0.720283539,0.279716461,4
2519,11,56,2,1,4,4,2,4852.66,8,0,0.720675463,0.279324537,4
447,7,40,6,1,2,8,3,0.01,7,0,0.720754794,0.279245206,4
3550,11,58,6,1,4,9,2,500,9,1,0.720866516,0.279133484,4
3151,11,64,6,0,3,2,0,18400,8,1,0.720949277,0.279050723,4
2045,9,44,6,2,1,12,3,0.01,9,0,0.721179653,0.278820347,4
3493,11,61,6,1,1,3,0,6000,6,0,0.721198215,0.278801785,4
1884,7,39,3,1,4,4,2,2600.01,7,1,0.721382317,0.278617683,4
878,9,55,5,0,1,5,0,20000,4,0,0.721451135,0.278548865,4
1882,6,36,2,1,1,3,2,650,7,0,0.721627977,0.278372023,4
2681,7,40,3,1,1,5,2,4000,5,1,0.721774794,0.278225206,4
1908,13,55,2,3,1,5,2,5000,4,0,0.721841707,0.278158293,4
1079,10,53,2,1,2,13,2,600,9,0,0.721925679,0.278074321,4
663,10,48,6,2,4,4,2,1500,6,0,0.722024878,0.277975122,4
343,8,40,6,2,1,5,3,0.01,9,0,0.72248221,0.27751779,4
3595,11,52,4,2,1,5,3,0.01,5,0,0.722543453,0.277456547,4
2001,13,63,2,2,1,3,0,10000,10,0,0.722676979,0.277323021,4
91,10,46,3,2,4,9,3,0.01,8,0,0.722721651,0.277278349,4
868,7,46,3,0,1,3,2,1000,5,0,0.722915814,0.277084186,4
1774,11,60,4,1,0,0,0,10000,2,0,0.723060659,0.276939341,4
1225,10,40,4,3,5,10,3,0.01,4,0,0.723196962,0.276803038,4
3889,8,46,4,1,4,4,0,6000.02,8,0,0.723341541,0.276658459,4
2268,12,51,6,3,2,13,3,0.01,5,0,0.72339128,0.27660872,4
2101,11,55,0,1,3,7,3,0.01,5,1,0.723785374,0.276214626,4
244,13,68,5,1,4,4,0,7500,6,0,0.72398693,0.27601307,4
3594,9,50,2,1,2,8,2,4000,21,0,0.724325481,0.275674519,4
803,9,54,4,0,4,9,2,0.02,7,0,0.724411431,0.275588569,4
3305,7,47,4,0,1,3,2,1000,9,0,0.724584696,0.275415304,4
958,11,58,1,1,4,4,0,6000,6,1,0.724815287,0.275184713,4
2184,12,64,6,1,1,3,2,3000,8,0,0.725048082,0.274951918,4
2206,8,40,2,2,2,8,0,6000,1,0,0.725489231,0.274510769,4
1997,10,54,6,1,1,5,3,0.01,5,0,0.725531026,0.274468974,4
810,10,56,3,1,0,0,0,6000,2,0,0.725562158,0.274437842,4
54,10,45,3,3,4,9,0,11000,25,0,0.725618281,0.274381719,4
2624,7,34,2,2,4,4,0,13000,2,0,0.725951578,0.274048422,4
2926,8,50,5,0,1,12,3,0.01,5,0,0.726231966,0.273768034,4
486,12,62,5,1,1,3,1,20308.5,3,0,0.726749137,0.273250863,4
854,8,46,5,1,1,5,2,1000,5,0,0.726809192,0.273190808,4
3716,8,39,6,2,2,13,3,0.01,4,0,0.727159348,0.272840652,4
3177,11,58,0,1,1,11,2,180,11,0,0.727182164,0.272817836,4
3186,12,65,2,1,1,12,0,6053.35,13,0,0.72792051,0.27207949,4
3524,6,36,6,1,2,8,3,0.01,5,1,0.72802599,0.27197401,4
639,10,54,5,1,1,5,3,0.01,6,0,0.728287839,0.271712161,4
690,7,41,6,1,1,3,3,0.01,4,1,0.728351604,0.271648396,4
1114,9,54,3,0,2,8,2,4000,3,0,0.728880075,0.271119925,4
1159,9,42,3,2,4,4,3,0.01,5,0,0.729008091,0.270991909,4
3036,9,50,3,1,2,8,2,50,10,0,0.729031966,0.270968034,4
3835,8,34,6,3,4,4,2,100,1,0,0.729044178,0.270955822,4
2885,7,40,5,1,2,13,3,0.01,5,0,0.729914564,0.270085436,4
2724,7,37,2,2,0,0,0,9000,2,0,0.730001472,0.269998528,4
3869,12,65,6,1,4,9,0,6000,10,0,0.730171604,0.269828396,4
3398,8,49,1,0,2,8,2,4000,3,0,0.730434579,0.269565421,4
3101,13,66,3,1,1,3,1,20439.3,3,0,0.73063016,0.26936984,4
3007,10,53,2,1,1,5,3,0.01,5,0,0.73077628,0.26922372,4
595,7,39,3,1,4,4,3,0.01,7,1,0.730821857,0.269178143,4
2455,12,61,2,1,3,7,2,4000,1,0,0.731527673,0.268472327,4
2306,9,50,6,1,4,4,0,13500,1,0,0.731584204,0.268415796,4
2433,9,48,3,1,4,4,3,0.01,8,0,0.73159262,0.26840738,4
107,8,41,4,2,4,4,0,6000,5,0,0.731901482,0.268098518,4
3362,10,56,6,1,1,5,2,1000,8,1,0.731921755,0.268078245,4
1250,9,48,3,1,4,4,2,4000,2,0,0.732429827,0.267570173,4
1830,10,54,3,1,4,4,2,360,11,0,0.732492122,0.267507878,4
2748,8,33,3,3,2,13,3,0.01,4,0,0.732784861,0.267215139,4
1169,9,50,3,1,0,0,2,4000,1,0,0.732805413,0.267194587,4
1410,10,49,4,2,1,3,3,0.01,8,0,0.733237644,0.266762356,4
2329,9,49,5,1,2,13,3,0.01,4,0,0.73336117,0.26663883,4
134,10,52,3,1,4,9,3,0.01,5,1,0.733415649,0.266584351,4
478,9,55,4,0,1,5,3,0.01,5,0,0.733707875,0.266292125,4
3734,6,41,4,0,2,13,3,0.01,5,0,0.733985187,0.266014813,4
3780,8,44,4,1,4,9,3,0.01,8,0,0.734280017,0.265719983,4
1636,11,65,5,0,4,4,2,4391.56,18,0,0.734288276,0.265711724,4
2531,8,47,4,1,1,3,2,120,9,0,0.734344518,0.265655482,4
2969,7,44,4,1,1,3,0,6500,8,0,0.734368064,0.265631936,4
1760,8,43,3,1,4,4,3,0.01,1,1,0.734369267,0.265630733,4
